Country,Species,Most common name,Description Of Specific Uses,Lang,Description,Transboundary name,Other name,Uses,Additional information,Additional information comments,Efabis cultural role comment,Efabis cultural value,Adaptability to specific environment,Specific resistance or tolerance,Specific reproductive characteristic,Special characteristic of product,Other special qualities,Reference for special qualities,Efabis genetic features,Efabis environmental role,Efabis adaptability to marginal land,Body conformation,Coat description,Coat quality,Comb type,Skin colour,Shank and foot colour,Plumage colour,Pattern within feather,Avian classification,Color comments,Efabis main colour,Efabis skin colour,Number of horns males,Number of horns females,Horn shape size and comments,Wither height males,Wither height females,Weight males,Weight females,Other specific visible traits,Breed classification,Herdbook,Herdbook established,Domestication status,Taxonomic classification,Description of origin,Year of origin,Import,Location within country,Egs per year AVG,Eggs per year MIN,Eggs per year MAX,Egg weight,Wool or hair,Wool type,Fleece weight AVG,Fleece weight MIN,Fleece weight MAX,Fibre diam,Management system,Feeding of adults,Mobility,Milk per year AVG,Milk per year MIN,Milk per year MAX,Lactation length AVG,Lactation length MIN,Lactation length MAX,Milk yield per lactation (kg) AVG,Milk yield per lactation (kg) MIN,Milk yield per lactation (kg) MAX,Milk fat AVG,Milk fat MIN,Milk fat MAX,Milk per day,Number of lactations,Efabis milk protein AVG,Efabis milk protein MIN,Efabis milk protein MAX,Birth weight males,Birth weight females,Age maturity males,Age maturity females,Age breeding males,Age breeding females,Age first parturition AVG,Age first parturition MIN,Age first parturition MAX,Parturition interval AVG,Parturition interval MIN,Parturition interval MAX,Length productive life,Daily gain,Carcass weight,Dressing percentage,Performance data reference,Managment conditions performance measured,Comments managment conditions,Additional performance parameters,Litter size AVG,Litter size MIN,Litter size MAX,Geographical classification,Local cryo conservation status,Local Risk,Local Detailed Risk,Regional Transboundary Risk (detailed),International Transboundary Risk (detailed)
France,Horse,Cheval de race Auvergne,,fr.,,,"Jument de Fay, Ragot du Béal, Lozero, Cantalou, Aumontois, Ragot d’Auvergne","Carting, DraughtPower, PackBaggage, Transport","e cheval de race Auvergne a frôlé l’extinction dès les années 1990. Le modèle initial a été gardé par quelques éleveurs pratiquant l’équitation ou ayant des troupeaux à 1500m d'altitude à l’année.  A partir de 1997 les quatre membres fondateurs ont créé l’Association de sauvegarde et de relance du cheval d’Auvergne. On dénombrait 32 chevaux. L’association a travaillé sur le cloisonnement des groupes d’élevage apparentés, un programme d’élevage visant à améliorer les qualités d’ensemble et l’augmentation du nombre des naissances. Nous avons depuis 2007 environ 40 naissances annuelles auxquelles on rajoute les inscriptions à titre initial.  La race a été reconnue fin 2012. En 2013, l’effectif dépasse les 500 unités.",,,,Zone de montagne,,, ,,,,,,,,,,,,,,,Bai exclusivement,,,,,,150,150,500,500,"de type médioligne, de taille comprise entre 1m43 et 1m57 et de couleur baie exclusivement. Son poids varie de 450 à 650 kg. Les extrémités noires sont bien marquées avec des fanons abondants. Il se caractérise par une petite tête, un nez de renard, des petites oreilles, un œil bordé en amande, et des arcades sourcillières saillantes. Sa crinière et sa queue sont très fournies.",Native,y,2012,Domestic,Breed,Toutes les régions l’Auvergne avait son cheval de travail.,,,Puy-de-Dôme et Cantal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,endangeredMaintained,,
France,Horse,Cheval de sport Anglo-normand,,fr.,,,Anglo-Norman,"RidingByChildren, RidingSport, Sport",,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,light,Native,y,2015,Domestic,Breed,"Le stud book Anglo-Normand, dont la première référence est apparue en 1778, a été créé en décembre 1950. Il réunissait à l’origine les chevaux de demi-sang normands, issus d’une jumenterie carrossière fortement empreinte de pur-sang. Trois berceaux de demi-sang se partageaient le territoire national : normand, vendéen et charolais.  Ces chevaux ont accompagné la démocratisation de l’équitation sportive en lien avec le développement des sociétés hippiques.  Le Cheval de selle anglo-normand a été intégré, comme les autres chevaux de demi-sang, dans le stud book Selle Français en 1958. Le sang anglo-normand a constitué la base des souches françaises de chevaux de sport qui ont brillé depuis au plus haut niveau international. A l’initiative de quelques éleveurs passionnés qui souhaitaient conserver l’identité des souches françaises et mettre en avant les qualités spécifiques de ces animaux adaptés au terroir et aux pratiques équestres françaises, le stud book du Cheval de Sport Anglo-Normand (CSAN) a été réouvert le 27 mai 2015 Sont admis les chevaux issus, sur quatre générations, d’animaux appartenant aux races constitutives du demi-sang anglo-normand : Cheval de Sport Anglo-Normand, Selle Français, Anglo-Arabe, Anglo-Arabe de Complément, Anglo-Arabe de Croisement, Demi-sang Anglo-Arabe, Pur Sang, Autre Que Pur Sang, Arabe, Demi-Sang Arabe, Trotteur Français et demi-sang.",,,Normandie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,criticalMaintained,,
France,Horse,Cheval du Vercors de Barraquand,"Rythmant jadis la vie et les travaux agricoles en montagne, le Cheval du Vercors de Barraquand est avant tout un cheval polyvalent.",fr,Montagnes du Vercors,,Cheval du Vercors,"Carting, DraughtPower, Hobby, PackBaggage, RidingByChildren",,,,,"Zone de montagne Nombreux sont les éleveurs qui pratiquent un système d’élevage extensif et transhumant, alternant quartiers d’hiver et estives, configurant toujours ainsi un cheval rustique et en mouvement.",,,,,,,,,,,,,,,,,,"Bai, les nuances noires sur les membres sont souhaitées hautes. Les membres bringés sont fortement appréciées. Les marques blanches ne sont pas souhaitées sauf les marques en tête ne dépassant pas la ligne des yeux.",,,,,,150,150,500,500,"De type médio ligne, mesurant entre 1m45 et 1m55 pour une moyenne de 500kg, le Cheval du Vercors de Barraquand est de couleur baie (toutes les nuances de baies), sans aucune marque blanche autre qu’une possible étoile en tête ne dépassant pas la ligne inférieure des yeux.  Les oreilles sont élégantes, l’œil est doux et maquillé tout comme le bout du nez. Le front est large et le chanfrein droit.  La tête expressive est légèrement attachée sur une encolure musclée et bien orientée.  La crinière, souhaitée double, ainsi que la queue sont bien fournies et ondulées.  Le Cheval du Vercors de Barraquand est solide et bien charpenté : poitrail profond, dos et reins courts, larges et puissants, croupe rebondie et légèrement inclinée, membres secs et musclés, articulations marquées.  Les pieds sont petits, la corne est noire et dure.",Native,y,2017,Domestic,Breed,"En 1760, il est dit par le prieur de l’abbaye de Léoncel que « Depuis des temps immémoriaux, on avait connu dans les montagnes du Vercors une race de chevaux trapus, rustiques et parfaitement adaptés à la nature du terrain montagneux et accidenté et au rude climat » . Le développement et la notoriété de ce cheval prennent un réel essor à la fin du 19ème siècle sous l'influence d'une famille originaire du Vercors, la famille Barraquand.  L'histoire de ce cheval du Vercors devenant « Barraquand » se caractérise dès lors et pendant près d’un demi siècle par la transhumance des troupeaux allant jusqu’à 200 juments entre la plaine de La Crau, terre de pâturages d'hiver, et les alpages d'estives du Vercors.  Quelques éleveurs passionnés dans la Crau puis dans le Vercors, dans les années 90, relancent l’élevage de ces chevaux alors au bord de l’extinction.  Aujourd'hui cette race territoriale s'inscrit dans une politique de développement local menée par l'Association pour la Promotion des Agriculteurs du Parc, le Parc Naturel Régional du Vercors et l’Association Cheval du Vercors de Barraquand. Cette dernière a pour objectifs de faire reconnaître la race et fédérer les éleveurs et utilisateurs de ce cheval dans une démarche commune pour une production de qualité et œuvre ainsi à la conservation du patrimoine agricole.",,,Crau et Vercors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,criticalMaintained,,
France,Horse,Cob normand,,fr,Normandie,Norman Cob,,"Carting, DraughtPower, Meat",C''est un cheval recherché et apprécié en tant que cheval de loisir et même de sport en compétitions officielles d’attelage.,,,,,,,This breed produces quality meat (fine fibre). ,,,,,,,,,,,,,,,Bai ou Alezan,,,,,,164,164,650,650,"Le Cob Normand est un cheval de taille moyenne (1,60 à 1,65 m) d’un poids de 550 à 800 kg. La robe est baie ou alezane. La tête et la physionomie sont proches de son cousin le « selle français », bien membré, étoffé, harmonieux et bien équilibré. Il a conservé le type demi-sang.",Native,y,,Domestic,Breed,"L’origine du Cob Normand se confond avec celle du carrossier jusqu’au début du XXè siècle. C'est au XIXè siècle à la suite de l'importation de Grande-Bretagne du «Norfolk» que va se créer une jumenterie carrossière avec des produits ayant du sang, une bonne charpente, de l‘énergie et de l’élégance. Avec l’apparition de l’automobile au début du siècle, cette jumenterie se différencie en trotteur et en cob normand, qui après la dernière guerre et l’intrusion de pur sang anglais donnera le prestigieux selle français.",,,Normandie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,Not Sufficient,notAtRisk,notAtRisk,,notAtRisk
France,Horse,Comtois,"Encore utilisé à la traction (débardage du bois, travaux de la vigne), le cheval comtois est également un bon cheval d'attelage et de loisir.",fr.,"La race comtoise, originaire de Franche-Comté",Comtois,,"DraughtPower, Fancy, Meat, TouristAttraction",,,,,"Elevé en zone continentale, au climat rigoureux, le comtois s'adapte à tous les climats. Il peut rester dehors toute l'année. ",,, ,This breed is known for stability.,,,,"valoris.am,l.patur.prod.zones d'altitude",,,,,,,,,,"uni coloured: different shades of brown; Sa robe est de préférence alezan foncé ou cuivré crins lavés avec un petit en-tête en évitant les larges listes. Les balzanes sont rares, par contre un frison clair couvrant les tendons est apprécié. La robe peut être baie. ",alezan foncé ,,,,,155,155,700,700,"La tête est carrée avec l’œil vif, des oreilles petites et bien plantées, très mobiles. L'encolure est bien musclée, le garrot bien attaché. La croupe large avec cuisse bien descendue. Les articulations doivent être fortes, avec de bons aplombs, les tendons bien détachés. Son tissu est dense avec des membres secs et bien trempés. Ses pieds sont moyens et bien conformés.",Native,y,1919,Domestic,Breed,"les origines remontent à la grande «Race germanique» importée par les Burgondes au Vè siècle. Les étalons orientaux des espagnols occupant la Franche-Comté lui apportent la distinction qui caractérise toujours la race comtoise. Alors principale richesse de la région, le cheval comtois sera utilisé au carrosse, pour la cavalerie (dragons), pour l'artillerie, et au trait divers. Il sera prisé par la Suisse et l'Italie et largement réquisitionné lors des guerres de la révolution, du consulat, de l'empire et de 1870. Ses effectifs diminuent alors dangereusement, il est ensuite menacé de disparition, victime de croisements variés. En 1905, l'élevage se régularise et fait appel à l'utilisation de petits étalons ardennais baie, sans balzane ni en-tête. C'est en 1919 que quelques éleveurs de la montagne constituent le « Syndicat d'élevage du cheval comtois ». Dès 1925, la sélection se poursuit dans l'indigénat.",,,"Originaire de Franche-Comté, a gagné l'Alsace, la Bourgogne, le Massif Central, les Pyrénées et les Alpes. De nombreux sujets ont été exportés en Espagne, en Belgique, aux Pays-Bas et en Allemagne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Information,notAtRisk,notAtRisk,notAtRisk,
France,Horse,Connemara,,fr, la région irlandaise éponyme a donné son nom au poney Connemara dont il est originaire,Connemara Pony,Connemara Pony,"Fancy, RidingByChildren, RidingSport, Sport",,,,,,,, ,,,,,,,,,,,,,,,"uni coloured: mainly grey, sometimes black, or different shades of brown",,,,,,142,142,450,400,,Exotic,,1969,domestic,breed,imported from Ireland,,since 1950 from Connemara (Ireland),country-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,notAtRisk,notAtRisk,,notAtRisk
France,Horse,Crème,,fr,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,critical,,
France,Horse,Dartmoor,,fr.,,Dartmoor Pony,Dartmoor Pony,Sport,,,,,,,, ,,,,,,,,,,,,,,,"uni coloured: usually bay, also all colours except piebald or skewbald",,,,,,117,117,300,280,,Exotic,,1969,domestic,breed,imported from United Kingdom,,since 1950 from Dartmoor (United Kingdom),"northern Picardie, Central France, Bretagne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,endangered,,endangered
France,Horse,Fjord,,fr.,,Fjord,Fjord,Sport,,,,,,,, ,,,,,,,,,,,,,,,"uni coloured: brownish grey with dark legs, tail and erect mane: central dark and outwards silver",,,,,,140,140,580,520,,Exotic,,1969,domestic,breed,imported from Norway,,"since 1950 from Fjord (Netherlands, Switzerland)",Alsace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,vulnerable,,notAtRisk
France,Horse,Franches-Montagnes,,Fr,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,endangered,,
France,Horse,Frison,,fr,,Friesian,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,endangered,,notAtRisk
France,Horse,Haflinger,,,,Haflinger,,Sport,,,,,,,, ,,,,,,,,,,,,,,,uni coloured: light to dark chestnut,,,,,,143,138,580,520,full flaxen mane and tail,Exotic,,1970,domestic,breed,continually imported from Austria and United Kingdom,1950,,"Alsace, Rhones-Alps, Normandie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,vulnerable,,notAtRisk
France,Horse,Henson,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,endangered,,
France,Horse,Highland,,fr.,,Highland Pony,Highland Pony,Sport,,,,,,,, ,,,,,,,,,,,,,,,"uni coloured: various shades of brown, grey, rarely dun with zebra-striped legs",,,,,,134,134,550,500,,Exotic,,1969,domestic,breed,continually imported from United Kingdom,1950,,"Bretagne, Normandie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,endangered,,endangered
France,Horse,Islandais,,fr.,,Iceland Pony,Iceland Pony,Sport,,,,,,,, ,,,,,,,,,,,,,,,comment: all colours admissible,,,,,,134,134,420,380,,Exotic,,1969,domestic,breed,imported from The Netherlands,,"since 1950 from Islandais (Germany, Switzerland, Iceland)","Alsace, Lorraine, Auvergne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,endangered,,notAtRisk
France,Horse,Landais,,fr.,,Landais,Landais,Sport,,,,,,,, ,,,,,,,,,,,,,,,"uni coloured: bay, black, brown, chestnut",,,,,,128,128,,,"grey, piebald and skewbald are refused",Native,,1967,domestic,breed,indigenous breed,,,Aquitaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,endangered,,
France,Horse,Lipizzan,,fr.,,Lipitsa,Lipitsa,Sport,,,,,,,, ,,,,,,,,,,,,,,,uni coloured: usually grey with a sleek coat,,,,,,160,150,650,550,silky mane and tail,Exotic,,1989,domestic,breed,continually imported from Austria,1950,,country-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,endangered,,vulnerable
France,Horse,Loire,,fr.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,domestic,variety,,,,central France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,extinct,extinct,,
France,Horse,Lusitanien,,fr.,,Lusitanian,Lusitanian,Sport,,,,,,,, ,,,,,,,,,,,,,,,"uni coloured: grey, also any other solid colour",,,,,,175,155,650,550,,Exotic,,1987,domestic,breed,continually imported from Portugal,1950,,country-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,vulnerable,,notAtRisk
France,Horse,Maine,,fr.,,,"Mayennais, Mayenne",,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,domestic,variety,,,,North-western France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,extinct,extinct,,
France,Horse,Mulassier du Poitou,,fr,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,unknown,unknown,,
France,Horse,Mérens,,fr.,,Merens Pony,,"DraughtPower, PackBaggage, RidingByChildren, RidingWork, Sport",,,"Chaque année ont lieu les Journées Nationales du Cheval de Mérens à Bouan (en Ariège, RN 20 entre Tarascon sur Ariège et Les Cabannes), le troisième week-end d'Août.  Ces 2 jours se déroulent sous le signe de l'élevage et de l'utilisation :  D'une part les championnats nationaux d'élevage, regroupant les meilleurs sujets français, à l'issue desquels seront décernés de nombreux titres de Champion de France, dont les très prisés titres de Championne Suprême et Champion Suprême D'autre part, une multitude de démonstrations de la polyvalence du cheval de Mérens : attelage, CSO, dressage, TREC, spectacles, carrousels, descente des éboulis et derby",,Zone de montagne. Transhumance en estives,,The mares are good milk producers.,These horses are well adapted for equestrian acrobatics especially for young children because of their docility. When pulling a cart these horses are remarkable for their hardiness and they are remarkable for their endurance when working. ,This breed is known for stability.,,,,cf. 33 c-dessus,,,,,,,,,,uni coloured: black,,,,,,150,150,600,550,"no markings at all La tête, très expressive et distinguée, est attachée légèrement sur une encolure bien orientée. Les crins du Mérens sont abondants, drus et crêpelés. Le garrot, sorti et prolongé vers l’arrière, précède un dos large et soutenu.  Le rein est bien attaché, large et musclé. L’épaule est assez longue et raisonnablement inclinée en arrière. Le poitrail est ouvert. La croupe est plutôt ronde, avec une cuisse descendue, et les hanches sont larges.  Les articulations sont basses et bien marquées. Les membres sont forts et associés à une musculature solide.",Native,y,1947,Domestic,Breed,,,,"La grande majorité des éleveurs de chevaux de Mérens se situe dans le berceau de race, la région Midi-Pyrénées.  Néanmoins, l’élevage des Mérens s’est étendu à la quasi totalité de la France, ainsi qu’à d’autres pays. L’île de la Réunion est depuis 25 ans une terre de prédilection pour le cheval de Mérens.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Information,notAtRisk,notAtRisk,notAtRisk,
