Country,Species,Most common name,Description Of Specific Uses,Lang,Description,Transboundary name,Other name,Uses,Additional information,Additional information comments,Efabis cultural role comment,Efabis cultural value,Adaptability to specific environment,Specific resistance or tolerance,Specific reproductive characteristic,Special characteristic of product,Other special qualities,Reference for special qualities,Efabis genetic features,Efabis environmental role,Efabis adaptability to marginal land,Body conformation,Coat description,Coat quality,Comb type,Skin colour,Shank and foot colour,Plumage colour,Pattern within feather,Avian classification,Color comments,Efabis main colour,Efabis skin colour,Number of horns males,Number of horns females,Horn shape size and comments,Wither height males,Wither height females,Weight males,Weight females,Other specific visible traits,Breed classification,Herdbook,Herdbook established,Domestication status,Taxonomic classification,Description of origin,Year of origin,Import,Location within country,Egs per year AVG,Eggs per year MIN,Eggs per year MAX,Egg weight,Wool or hair,Wool type,Fleece weight AVG,Fleece weight MIN,Fleece weight MAX,Fibre diam,Management system,Feeding of adults,Mobility,Milk per year AVG,Milk per year MIN,Milk per year MAX,Lactation length AVG,Lactation length MIN,Lactation length MAX,Milk yield per lactation (kg) AVG,Milk yield per lactation (kg) MIN,Milk yield per lactation (kg) MAX,Milk fat AVG,Milk fat MIN,Milk fat MAX,Milk per day,Number of lactations,Efabis milk protein AVG,Efabis milk protein MIN,Efabis milk protein MAX,Birth weight males,Birth weight females,Age maturity males,Age maturity females,Age breeding males,Age breeding females,Age first parturition AVG,Age first parturition MIN,Age first parturition MAX,Parturition interval AVG,Parturition interval MIN,Parturition interval MAX,Length productive life,Daily gain,Carcass weight,Dressing percentage,Performance data reference,Managment conditions performance measured,Comments managment conditions,Additional performance parameters,Litter size AVG,Litter size MIN,Litter size MAX,Geographical classification,Local cryo conservation status,Local Risk,Local Detailed Risk,Regional Transboundary Risk (detailed),International Transboundary Risk (detailed)
Germany,Horse,American Miniature Horse,,ger.,imported,American Miniatur Horse,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,American Paint Horse,,eng.,imported,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,endangered,,
Germany,Horse,American Quarter Horse,,eng.,imported,Quarter Horse,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,endangered,,notAtRisk
Germany,Horse,American Saddlebred Horse,,En,,American Saddle Horse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,critical,,notAtRisk
Germany,Horse,American Shetland Pony,,eng.,Classic and Modern American Shetland,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,extinct,extinct,,
Germany,Horse,Andalusier,,ger.,imported,Andalusian,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,unknown,unknown,,notAtRisk
Germany,Horse,Anglo-Kabardiner,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,extinct,extinct,,
Germany,Horse,Appaloosa,,ger.,imported,Appaloosa,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,endangered,,notAtRisk
Germany,Horse,Araber,,ger.,imported,Arab,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,endangered,,notAtRisk
Germany,Horse,Araber (Shagyy- / Anglo- / Araber),,ger.,imported,Shagya Arab,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,endangered,,vulnerable
Germany,Horse,Araber-Berber,,ger.,,Arab,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,critical,,notAtRisk
Germany,Horse,Arabisches Halbblut,,ger.,"incl. Shagya Araber, Anglo Araber, Arabisch Partbred/ Typ Deutsches Reitpferd, Arabisch Partbred/ Typ Spezialpferde",,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,endangered,,
Germany,Horse,Ardenner,,ger.,imported,Ardennes,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Material,atRisk,critical,endangered,
Germany,Horse,Arravani,,ger.,imported,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Bardigiano,,ital.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Barock-Reitpferd,,ger,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,extinct,extinct,,
Germany,Horse,Bayerisches Warmblut,,ger.,risen since 2014 in the Deutsches Sportpferd,Bavarian Warmblood,,Riding (sports),,,,,,,, ,,,,,,,,,,,,,,,,,,,,,168,162,,,,Native,y,,domestic,breed,"South - Germany, Bavaria",,,,,,,,,,,,,,not for production,not for production,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Material,unknown,unknown,unknown,
Germany,Horse,Belgian Draft Horse,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Belgisches Kaltblut,,ger.,,Anglo-Kabarda,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Material,extinct,extinct,critical,
Germany,Horse,Berber,,ger.,imported,Barb,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,critical,,notAtRisk
Germany,Horse,Black and White Frisian,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Bosniake,,ger.,imported,Bosnian,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Boulonnais,,ger.,,Boulonnais,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Material,atRisk,critical,vulnerable,
Germany,Horse,Brabanter,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Brandenburger Warmblut,,ger.,risen since 2003 in the Deutsches Sportpferd,Brandenburg,,Riding (sports),,,,,,,, ,,,,,,,,,,,,,,,,,,,,,168,162,,,,Native,y,,domestic,breed,East Germany (Brandenburg),,,,,,,,,,,,,,not for production,not for production,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Germany,Horse,Bretone,,ger.,imported,Breton,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,critical,,notAtRisk
Germany,Horse,British Spotted Pony,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,extinct,extinct,,
Germany,Horse,Budjonny,,ger,imported,Budyonny,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Material,extinct,extinct,notAtRisk,
Germany,Horse,Caballo Falabella,,ger.,imported,Falabella Pony,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,critical,,vulnerable
Germany,Horse,Camargue,,ger.,imported,Camargue,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Material,atRisk,critical,notAtRisk,
Germany,Horse,Cob Normand,,ger.,imported,Norman Cob,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,unknown,unknown,,notAtRisk
Germany,Horse,Comtois,,ger.,imported,Comtois,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Material,extinct,extinct,notAtRisk,
Germany,Horse,Connemara Pony,,ger.,imported,Connemara Pony,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,critical,,notAtRisk
Germany,Horse,Criollo,,ger.,imported,Criollo,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Cruzado,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Cruzado Iberico,,esp.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Cruzado Portugues,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,extinct,extinct,,
Germany,Horse,Curly Horse,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Dales Pony,,ger.,imported,Dales,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,critical,,endangered
Germany,Horse,Dartmoor Pony,,eng.,imported,Dartmoor Pony,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,critical,,endangered
Germany,Horse,Deutscher Falbe,,ger,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Deutscher Tigerschecke,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Deutsches Classic Pony,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,endangered,,
Germany,Horse,Deutsches Partbred Shetland Pony,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,endangered,,
Germany,Horse,Deutsches Pferd,,ger.,Because of close genetic relationship with other populations summarized to the breed group Deutsche Reitpferde within the list of indigenous farm animal breeds by the National Advisory Committee on Animal Genetic Resources. The endangerment category is calculated on the basis of the summed stock sizes of the whole breed group. Recognized as autonomous breed according to the zootechnical legislation.,,,Riding (sports),,,,,,,, ,,,,,,,,,,,,,,,all colours,all colours,,,,,165,165,,,,Native,y,1974,domestic,breed,"includes several populations of the breed ""Deutsches Reitpferd"".",1974,,all over Germany,,,,,,,,,,,not for production,not for production,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Germany,Horse,Deutsches Pinto Barockpferd,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Deutsches Polopferd,,ger.,imported,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Deutsches Reitpony,,ger.,since 2007 incl. subpopulations: Brandenburger Reitpony - Hannoveraner Reitpony - Hessisches Reitpony - Mecklenburger Reitpony - Reitpony des Zuchtverbandes deutscher Pferde - Reitpony Rheinland-Pfalz Saar - Reitpony Schleswig-Holstein/Hamburg - Reitpony Weser-Ems - Rheinisches Reitpony - Sachsen-Anhaltiner Reitpony - Sächsisches Reitpony - Thüringer Reitpony - Westfälisches Reitpony - Württemberger Reitpony,German Riding Pony,,"Riding (byChildren), Riding (sports)",,,,,,,, ,,,,,,,,,,,,,,,,,,,,,146,140,,,,Native,y,,domestic,breed,,,,,,,,,,,,,,,not for production,not for production,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,vulnerable,,
Germany,Horse,Deutsches Sportpferd,,ger.,"Created since 2003 by the merger of the subpopulations Brandenburger Warmblut, Sachsen-Anhaltiner Warmblut, Sächsisches Warmblut and Thüringer Warmblut. In 2014 inclusion of the subpopulations Bayerisches Warmblut, Württemberger Warmblut and Zweibrücker Warmblut. Because of close genetic relationship with other populations summarized to the breed group Deutsche Reitpferde within the list of indigenous farm animal breeds by the National Advisory Committee on Animal Genetic Resources. The endangerment category is calculated on the basis of the summed stock sizes of the whole breed group. Recognized as autonomous breed according to the zootechnical legislation.",,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Germany,Horse,Drumhorse,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Dülmener,,ger.,,,,"Carting, Riding (byChildren), Riding (sports)",,,,,,,, ,,,,,,,,,,,,,,,"multi coloured: grey-brown variations, comments: wild type markings",all colours,,,,,127,132,,,,Native,y,,domestic,breed,"composite of feral and wild horses, with input of several primitive European horse breeds (Konik)",,,A wild herd lives on 860 acres (3.5 km²) of the Meerfelder Bruch near Dülmen.,,,,,,,,,,,not for production,not for production,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,critical,,
Germany,Horse,Edelblut-Friese,,En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,extinct,extinct,,
Germany,Horse,Edelbluthaflinger,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,endangered,,
Germany,Horse,Europäischer Tigerschecke,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Europäisches Appaloosa-Pony,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Europäisches Westernpferd,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,critical,,
Germany,Horse,Exmoor Pony,,ger.,,Exmoor Pony,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,extinct,extinct,,critical
Germany,Horse,Fell Pony,,ger.,imported,Fell Pony,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,critical,,endangered
Germany,Horse,Finnpferd,,ger.,imported,Finnhorse,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Material,extinct,extinct,notAtRisk,
Germany,Horse,Fjordpferd,,ger.,imported,Fjord,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,endangered,,notAtRisk
Germany,Horse,Frederiksborger,,ger.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Freiberger,,ger.,imported,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Friesenpferd,,"ger,",imported,Friesian,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,endangered,,notAtRisk
Germany,Horse,Gotland Pony,,En,,Gotland Pony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Material,extinct,extinct,vulnerable,
Germany,Horse,Hackney,,ger.,imported,Hackney,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,critical,,vulnerable
Germany,Horse,Haflinger,,ger.,imported,Haflinger,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,endangered,,notAtRisk
Germany,Horse,Hannoveraner Halbblut,,ger.,Hannoveraner Halbblut are bred through consistent mating of Hannoveraner mares with thoroughbred studs.,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Hannoveraner Warmblut,,ger.,Because of close genetic relationship with other populations summarized to the breed group Deutsche Reitpferde within the list of indigenous farm animal breeds by the National Advisory Committee on Animal Genetic Resources. The endangerment category is calculated on the basis of the summed stock sizes of the whole breed group. Recognized as autonomous breed according to the zootechnical legislation.,Hanoverian,,Riding (sports),,,,,,,, ,,,,,,,,,,,,,,,comments: white markings,all colours,,,,,170,163,,500,,Native,y,,domestic,breed,"composite of local breed, Thoroughbred and Trakehner",,,North - Germany,,,,,,,,,,,not for production,not for production,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,unknown,unknown,,notAtRisk
Germany,Horse,Hannoversches Kaltblut Schleswiger Ursprungs,,ger.,since 2012 subpopulation of Schleswiger Kaltblut,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Hessisches Warmblut,,ger.,"The breed is a sub-population of the breed ""Deutsche Reitpferde"".",Hessen,,Riding (sports),,,,,,,, ,,,,,,,,,,,,,,,,all colours,,,,,170,162,,,,Native,y,,domestic,breed,West Germany,,,Land Hessen,,,,,,,,,,,not for production,not for production,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Germany,Horse,Highland Pony,,ger.,imported,Highland Pony,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,critical,,endangered
Germany,Horse,Hispano-Araber,,ger.,imported,Hispano-Arabe,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,extinct,extinct,,notAtRisk
Germany,Horse,Holsteiner Warmblut,,ger.,Because of close genetic relationship with other populations summarized to the breed group Deutsche Reitpferde within the list of indigenous farm animal breeds by the National Advisory Committee on Animal Genetic Resources. The endangerment category is calculated on the basis of the summed stock sizes of the whole breed group. Recognized as autonomous breed according to the zootechnical legislation.,Holstein,,Riding (sports),,,,,,,, ,,,,,,,,,,,,,,,multi coloured: various colours but mainly brown with white markings,all colours,,,,,,165,,600,,Native,y,,domestic,breed,,,,North Germany (Schleswig-Holstein),,,,,,,,,,,not for production,not for production,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,unknown,unknown,,notAtRisk
Germany,Horse,Huzule,,ger.,imported,Hutsul,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Material,atRisk,critical,vulnerable,
Germany,Horse,Internationales Oldenburger Springpferd,,ger.,Because of close genetic relationship with other populations summarized to the breed group Deutsche Reitpferde within the list of indigenous farm animal breeds by the National Advisory Committee on Animal Genetic Resources. The endangerment category is calculated on the basis of the summed stock sizes of the whole breed group. Recognized as autonomous breed according to the zootechnical legislation.,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Germany,Horse,Irish Cob,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
Germany,Horse,Irish Cob Crossbred,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,atRisk,critical,,
